question,answer,source,role,category
What are python modules? Name some commonly used built-in modules in Python?,Ans: Python modules are files containing Python code. This code can either be functions classes or variables. A Python module is a .py file containing executable code.,https://www.edureka.co/blog/interview-questions/python-interview-questions/,UX Developer,
Is python case sensitive?,Ans: Yes. Python is a case sensitive language.,https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
What is type conversion in Python?,Ans: Type conversion refers to the conversion of one data type into another.,https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
How to install Python on Windows and set path variable?,"Ans: To install Python on Windows, follow the below steps:",https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
Is indentation required in python?,"Ans: Indentation is necessary for Python. It specifies a block of code. All code within loops, classes, functions, etc is specified within an indented block. It is usually done using four space characters. If your code is not indented necessarily, it will not execute accurately and will throw errors as well.",https://www.edureka.co/blog/interview-questions/python-interview-questions/,UX Developer,
What is the difference between Python Arrays and lists?,"Ans: Arrays and lists, in Python, have the same way of storing data. But, arrays can hold only a single data type elements whereas lists can hold any data type elements.",https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
What are functions in Python?,"Ans: A function is a block of code which is executed only when it is called. To define a Python function, the def keyword is used.",https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
What is self in Python?,"Ans: Self is an instance or an object of a class. In Python, this is explicitly included as the first parameter. However, this is not the case in Java where it’s optional.  It helps to differentiate between the methods and attributes of a class with local variables.",https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
"What is the use of Break, Continue and Pass Keyword in Python?","Output: array(‘i’, [5, 4, 3, 2, 1])",https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
How can you randomize the items of a list in place in Python?,Ans:Consider the example shown below:,https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
What are python iterators?,Ans: Iterators are objects which can be traversed though or iterated upon.,https://www.edureka.co/blog/interview-questions/python-interview-questions/,Software Engineer,
